name,nationality,age,height,pos_gral,position,preferred_foot,weak_foot,att_work_rate,def_work_rate,overall,potential,crossing,finishing,heading,short_passing,volleys,marking,standing_tackle,sliding_tackle,acceleration,sprint,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,dribbling,curve,fk_acc,long_passing,ball_control,aggression,interceptions,positioning,vision,penalties,composure,diving,handling,kicking_gk,positioning_gk,reflexes,speed_gk,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,ldm,cdm,rdm,lwb,rwb,lb,lcb,cb,rcb,rb,gk
J. Ziu,Republic of Ireland,20,164,med,RM,1,3,0.5,0.5,70,83,65,64,50,74,57,52,41,38,68,68,69,68,65,57,60,71,63,58,67,61,58,65,75,59,55,72,68,65,61.0,13,15,7,8,13,,67,67,67,69,68,68,68,69,71,71,71,71,69,69,69,71,63,63,63,63,63,60,56,56,56,60,20
I. Kaya,Turkey,27,175,def,LWB,0,2,0.5,0.5,70,70,59,41,71,71,33,73,73,70,59,68,55,69,65,43,68,68,43,39,62,56,40,53,67,74,70,50,51,41,54.0,12,6,13,13,10,,57,57,57,59,58,58,58,59,61,61,61,63,63,63,63,63,69,69,69,70,70,70,70,70,70,70,19
J. Burns,Northern Ireland,25,173,arq,GK,0,3,0.5,0.5,70,74,9,7,9,16,7,15,13,12,32,31,39,68,49,53,62,33,69,9,8,11,12,17,12,26,13,8,58,21,51.0,67,69,71,68,70,32.0,25,25,25,21,23,23,23,21,26,26,26,24,26,26,26,24,26,26,26,23,23,23,26,26,26,23,71
S. Gbogou,Côte d'Ivoire,27,177,del,ST,1,3,0.5,0.5,70,71,42,70,76,58,63,23,32,27,63,68,43,63,44,81,59,72,90,68,63,45,54,44,65,49,28,68,55,68,65.0,14,7,10,8,8,,71,71,71,62,65,65,65,62,63,63,63,63,59,59,59,63,49,49,49,50,50,49,49,49,49,49,17
D. Vance,Northern Ireland,31,167,def,LB,0,3,0.5,0.5,70,70,72,47,66,71,53,72,64,65,68,69,61,68,69,48,59,69,70,49,53,71,69,69,63,58,66,35,56,56,66.0,11,14,7,12,12,,58,58,58,59,56,56,56,59,61,61,61,63,64,64,64,63,69,69,69,69,69,70,68,68,68,70,20
L. Proulx,Canada,23,172,arq,GK,1,3,0.5,0.5,70,79,17,9,18,29,7,19,13,15,35,32,42,67,43,56,65,31,72,8,12,16,23,28,21,37,17,14,58,23,49.0,72,67,74,69,68,34.0,30,30,30,25,28,28,28,25,31,31,31,29,32,32,32,29,31,31,31,27,27,27,30,30,30,27,71
A. Turner,England,30,166,def,CB,1,3,0.0,0.5,69,69,25,24,72,71,29,72,65,61,54,43,45,68,63,36,68,55,75,20,43,28,25,53,69,84,64,23,34,46,53.0,6,9,14,9,6,,48,48,48,45,46,46,46,45,50,50,50,50,56,56,56,50,67,67,67,60,60,62,69,69,69,62,16
M. Mayorga,Argentina,32,162,med,CM,1,3,0.5,0.5,69,69,55,67,68,70,34,68,70,61,54,59,61,68,77,65,68,70,74,64,67,35,45,72,69,58,62,69,70,52,65.0,12,6,12,14,15,,68,68,68,65,67,67,67,65,69,69,69,68,69,69,69,68,69,69,69,66,66,66,69,69,69,66,20
A. Rodríguez,Mexico,25,157,del,RW,1,3,1.0,0.5,69,72,68,68,44,70,65,59,57,55,78,74,74,64,83,68,64,79,38,60,74,67,59,63,65,56,63,66,57,59,61.0,10,7,6,7,11,,66,66,66,69,67,67,67,69,69,69,69,71,67,67,67,71,64,64,64,68,68,66,58,58,58,66,17
M. Delgadillo,Mexico,26,175,del,ST,1,3,0.5,0.5,69,72,64,70,73,68,64,29,20,19,72,69,74,67,76,79,59,65,44,65,72,61,50,62,69,58,27,64,57,70,65.0,7,8,13,11,6,,71,71,71,68,68,68,68,68,69,69,69,69,63,63,63,69,50,50,50,53,53,50,43,43,43,50,17
S. Kassi,France,18,167,med,CDM,1,3,0.0,0.5,69,82,48,52,49,75,53,65,71,64,52,55,59,64,74,59,57,61,58,48,63,58,53,71,72,68,68,50,62,57,61.0,6,5,9,13,8,,59,59,59,60,61,61,61,60,65,65,65,63,68,68,68,63,70,70,70,66,66,65,67,67,67,65,16
A. Sombath,France,18,167,def,CB,1,3,0.5,0.5,69,84,49,31,68,69,32,71,74,67,65,63,55,66,63,49,70,58,66,28,59,52,29,58,68,62,68,45,42,32,61.0,6,13,11,10,5,,55,55,55,55,55,55,55,55,57,57,57,59,61,61,61,59,68,68,68,66,66,68,71,71,71,68,17
G. Brougham,England,26,176,def,CB,1,3,0.5,0.5,69,72,51,29,63,69,36,75,64,63,52,51,53,69,64,65,72,68,83,47,53,46,43,56,69,68,67,37,58,44,65.0,12,13,13,8,5,,55,55,55,54,54,54,54,54,58,58,58,58,63,63,63,58,69,69,69,65,65,66,71,71,71,66,18
D. Spence,Jamaica,29,164,med,CM,1,3,0.5,0.5,69,69,53,75,60,72,60,45,65,54,34,34,32,71,71,73,38,46,87,73,75,57,56,64,76,56,63,78,70,57,62.0,8,14,10,14,5,,69,69,69,66,69,69,69,66,69,69,69,67,69,69,69,67,66,66,66,60,60,59,64,64,64,59,19
E. Ramsey,England,21,180,arq,GK,1,3,0.5,0.5,69,81,13,7,8,31,9,15,12,15,33,30,44,66,59,53,45,27,71,15,12,11,18,35,19,22,9,6,46,19,60.0,69,68,71,67,68,32.0,27,27,27,23,25,25,25,23,29,29,29,27,30,30,30,27,29,29,29,25,25,24,26,26,26,24,70
M. Olislagers,Netherlands,21,165,def,LB,0,3,0.5,0.5,69,80,71,33,57,70,32,73,71,66,65,65,58,67,58,38,61,60,63,34,63,60,29,68,68,63,65,42,35,33,60.0,6,14,8,13,7,,54,54,54,58,54,54,54,58,58,58,58,62,62,62,62,62,68,68,68,69,69,69,68,68,68,69,18
E. Burns,Canada,24,175,arq,GK,1,2,0.5,0.5,69,74,13,8,8,30,10,11,13,10,41,47,51,60,49,48,58,33,56,8,12,15,11,22,17,28,13,9,30,13,36.0,69,66,64,66,74,43.0,26,26,26,23,24,24,24,23,27,27,27,27,26,26,26,27,26,26,26,25,25,25,25,25,25,25,70
C. Wardlaw,England,19,164,def,RB,1,3,0.5,0.5,69,84,64,56,57,62,51,74,64,65,73,75,71,68,66,54,64,73,62,41,63,66,40,59,66,73,61,54,48,55,62.0,12,14,14,5,12,,62,62,62,62,60,60,60,62,62,62,62,65,62,62,62,65,67,67,67,69,69,69,67,67,67,69,19
N. Richard,France,21,159,med,CM,1,3,0.0,0.5,69,78,47,58,44,72,49,64,70,60,72,65,67,68,81,57,65,69,52,56,66,48,38,66,71,59,70,72,75,44,56.0,13,11,11,15,13,,64,64,64,66,67,67,67,66,71,71,71,69,71,71,71,69,70,70,70,67,67,67,65,65,65,67,21
B. Diakité,Côte d'Ivoire,34,164,del,ST,1,3,0.5,0.0,69,69,42,70,63,66,65,36,32,31,69,55,59,75,74,68,67,60,68,67,72,52,51,43,71,43,25,77,57,65,63.0,11,10,6,12,13,,69,69,69,66,69,69,69,66,69,69,69,66,62,62,62,66,51,51,51,52,52,50,48,48,48,50,20
S. Skoglund,Norway,20,175,arq,GK,1,2,0.5,0.5,69,80,15,10,13,27,8,13,12,15,36,40,31,64,52,50,61,30,45,9,15,19,13,25,22,29,15,9,32,13,35.0,66,69,66,67,71,38.0,27,27,27,24,25,25,25,24,27,27,27,27,28,28,28,27,27,27,27,26,26,26,25,25,25,26,70
C. Pruvost,France,26,165,med,CDM,0,4,0.5,1.0,69,71,59,60,62,69,39,72,66,64,70,68,67,66,76,69,80,69,84,62,64,70,57,65,65,74,68,59,67,58,70.0,9,15,9,8,11,,66,66,66,64,65,65,65,64,67,67,67,67,68,68,68,67,70,70,70,68,68,68,71,71,71,68,19
P. Delrieu,France,22,183,del,ST,1,3,0.5,1.0,69,77,55,64,69,59,64,29,16,15,66,78,74,76,36,71,86,69,71,60,63,61,67,46,69,51,21,77,55,65,77.0,13,9,17,15,15,,71,71,71,66,67,67,67,66,66,66,66,67,60,60,60,67,47,47,47,50,50,48,44,44,44,48,22
L. Goubert,France,26,175,arq,GK,1,3,0.5,0.5,69,72,18,14,15,24,12,16,14,15,39,36,50,81,53,47,60,32,48,17,17,14,17,22,21,22,12,13,42,20,51.0,68,63,62,65,71,38.0,30,30,30,27,29,29,29,27,31,31,31,30,30,30,30,30,28,28,28,28,28,27,26,26,26,27,70
M. Jallet,France,26,164,def,RB,0,3,1.0,0.5,69,71,66,66,62,57,65,66,64,63,75,75,73,65,71,61,61,68,76,66,69,55,56,51,71,57,70,68,67,56,63.0,11,13,8,13,8,,69,69,69,68,67,67,67,68,68,68,68,69,66,66,66,69,66,66,66,69,69,69,68,68,68,69,19
J. Roux,France,22,169,del,ST,1,3,0.5,0.5,69,78,55,69,67,66,65,33,28,24,78,76,74,65,72,67,66,49,49,66,73,56,55,47,75,70,27,69,58,61,63.0,10,8,12,10,8,,71,71,71,69,69,69,69,69,70,70,70,69,62,62,62,69,50,50,50,52,52,50,47,47,47,50,17
N. Cesane,South Africa,21,155,del,RW,1,3,0.5,0.5,69,80,66,67,41,68,58,29,35,31,77,68,84,59,88,66,42,47,38,65,70,66,53,53,72,38,38,66,64,53,65.0,14,12,13,15,5,,65,65,65,69,67,67,67,69,70,70,70,68,63,63,63,68,51,51,51,55,55,52,42,42,42,52,19
L. Oliveros,Argentina,28,168,arq,GK,1,3,0.5,0.5,68,70,12,8,15,14,10,12,18,12,22,20,24,71,68,51,68,34,51,6,12,15,13,16,15,21,9,10,68,14,11.0,65,66,68,65,69,21.0,25,25,25,21,24,24,24,21,27,27,27,25,28,28,28,25,25,25,25,22,22,22,24,24,24,22,69
Wu Chengshu,China PR,25,170,med,RM,1,4,0.5,0.5,68,69,63,61,58,74,48,28,44,42,67,64,68,67,72,55,71,69,65,58,66,46,50,65,70,47,25,71,68,59,58.0,9,15,5,9,8,,66,66,66,67,67,67,67,67,69,69,69,69,67,67,67,69,56,56,56,57,57,55,50,50,50,55,18
M. Delgado,Argentina,27,162,def,RB,1,3,0.5,0.5,68,69,61,48,61,63,21,65,73,71,70,73,68,60,75,47,61,71,67,42,55,40,42,56,57,71,64,55,44,45,63.0,11,9,5,10,12,,58,58,58,58,56,56,56,58,58,58,58,61,59,59,59,61,66,66,66,67,67,68,68,68,68,68,18
D. Ippólito,Argentina,20,157,med,CM,1,3,0.5,0.5,68,83,50,59,45,75,40,62,52,46,59,63,72,65,83,48,56,65,52,57,67,38,42,70,68,58,69,65,70,45,48.0,7,8,9,6,10,,61,61,61,64,64,64,64,64,69,69,69,67,70,70,70,67,66,66,66,63,63,61,60,60,60,61,16
A. Binate Soumahoro,France,19,172,med,RM,1,3,0.5,0.5,68,81,59,63,59,67,55,41,45,33,69,78,73,65,65,61,63,59,81,60,71,57,59,61,73,38,38,65,63,62,59.0,12,12,7,15,10,,68,68,68,68,67,67,67,68,69,69,69,69,65,65,65,69,57,57,57,58,58,56,53,53,53,56,20
J. Green,Wales,29,156,med,CDM,1,3,0.5,0.5,68,68,49,68,59,75,56,68,66,62,72,67,67,69,79,50,65,66,55,64,64,52,49,67,66,63,63,61,67,52,68.0,8,6,7,14,10,,65,65,65,65,66,66,66,65,68,68,68,68,68,68,68,68,68,68,68,67,67,67,66,66,66,67,18
C. Dijkstra,Netherlands,23,170,def,CB,1,3,0.5,0.5,68,77,32,22,60,68,25,73,69,68,57,63,48,67,42,40,66,54,72,21,31,24,24,51,50,69,68,31,24,36,49.0,10,7,14,6,7,,46,46,46,42,42,42,42,42,45,45,45,47,51,51,51,47,65,65,65,61,61,64,70,70,70,64,16
C. Lacasse,Canada,28,170,del,LW,0,4,0.5,0.0,68,68,65,69,60,64,62,19,25,28,81,83,71,66,62,65,50,58,60,60,70,41,57,61,71,28,20,68,43,61,53.0,14,7,7,8,12,,68,68,68,68,67,67,67,68,67,67,67,68,60,60,60,68,47,47,47,53,53,50,41,41,41,50,18
C. Blanc,France,19,176,med,CDM,1,3,1.0,0.5,68,80,51,47,51,69,47,64,72,68,53,66,58,62,51,54,70,59,76,46,59,54,45,68,66,65,68,50,61,48,63.0,8,6,9,10,10,,58,58,58,58,58,58,58,58,62,62,62,62,65,65,65,62,69,69,69,65,65,66,69,69,69,66,16
J. Rastocle,France,17,168,def,CB,1,2,0.0,0.5,68,82,43,37,65,68,33,71,72,66,58,64,54,62,60,48,72,54,66,33,58,54,41,59,64,63,68,36,43,43,55.0,6,13,13,11,9,,54,54,54,53,53,53,53,53,56,56,56,57,59,59,59,57,67,67,67,64,64,65,70,70,70,65,18
E. Cumings,Scotland,23,170,arq,GK,1,2,0.5,0.5,68,77,14,9,14,25,11,9,14,10,36,42,43,64,44,47,64,36,37,10,10,12,13,29,12,25,12,8,55,15,33.0,68,67,63,67,70,38.0,25,25,25,23,25,25,25,23,28,28,28,27,29,29,29,27,26,26,26,25,25,24,23,23,23,24,69
A. Abdullina,Russia,21,169,def,LB,0,3,1.0,0.5,68,80,67,54,46,63,56,74,65,68,67,69,76,69,68,56,65,55,67,40,58,71,34,62,60,45,70,43,48,51,71.0,13,9,10,6,6,,58,58,58,59,56,56,56,59,59,59,59,62,60,60,60,62,66,66,66,68,68,68,66,66,66,68,17
R. Roberts,Wales,31,171,med,CM,1,3,0.5,0.5,68,68,60,56,54,73,50,65,66,61,69,69,62,68,38,69,63,76,66,69,67,58,55,68,70,48,46,64,65,50,61.0,6,14,9,5,15,,66,66,66,66,66,66,66,66,68,68,68,68,68,68,68,68,66,66,66,67,67,66,63,63,63,66,18
M. Le Page,France,19,173,arq,GK,1,2,0.5,0.5,68,78,10,12,12,29,9,10,10,14,25,27,32,59,47,50,60,26,38,9,15,14,12,25,14,27,12,8,33,14,35.0,68,68,66,65,72,26.0,25,25,25,21,23,23,23,21,25,25,25,24,26,26,26,24,24,24,24,22,22,22,22,22,22,22,69
O. Hurtré,France,18,167,del,ST,0,2,0.5,0.5,68,83,72,69,57,67,65,47,59,47,73,70,78,65,78,73,67,53,67,65,68,75,55,58,70,35,49,68,63,59,66.0,6,5,7,8,12,,70,70,70,69,68,68,68,69,69,69,69,69,66,66,66,69,59,59,59,62,62,61,57,57,57,61,16
F. Kome,Cameroon,19,171,med,CAM,1,3,0.5,0.5,68,78,59,59,40,67,54,41,34,28,75,75,73,62,69,67,67,54,54,62,71,59,49,62,73,42,32,69,68,59,58.0,12,14,8,14,13,,65,65,65,68,68,68,68,68,70,70,70,69,65,65,65,69,53,53,53,55,55,52,46,46,46,52,20
S. Magnúsdóttir,Iceland,24,168,med,CDM,1,3,0.5,0.5,68,75,62,58,53,71,54,66,66,65,69,69,45,69,57,61,52,65,66,63,69,56,57,67,70,72,59,55,64,64,56.0,9,9,12,7,11,,64,64,64,65,65,65,65,65,68,68,68,68,68,68,68,68,69,69,69,68,68,67,66,66,66,67,18
Á. Gunnlaugsdóttir,Iceland,21,172,med,LM,0,4,1.0,1.0,68,82,63,63,65,66,51,71,63,62,78,76,74,62,50,57,61,72,70,58,70,61,60,61,72,49,62,56,61,57,62.0,14,6,10,13,11,,66,66,66,67,65,65,65,67,68,68,68,69,67,67,67,69,67,67,67,69,69,69,66,66,66,69,19
R. Salvador,France,24,170,arq,GK,0,3,0.5,0.5,68,74,12,13,12,35,9,15,14,14,49,45,47,55,57,56,51,27,40,11,23,25,13,29,25,27,17,12,38,17,55.0,68,64,75,66,72,47.0,30,30,30,28,29,29,29,28,32,32,32,31,31,31,31,31,28,28,28,27,27,27,25,25,25,27,69
T. Douhou,France,18,170,med,CAM,1,4,0.5,0.5,68,79,64,58,42,71,62,62,58,49,69,67,80,68,78,66,66,67,42,70,66,54,58,65,72,76,68,66,71,61,71.0,15,17,10,7,15,,64,64,64,68,67,67,67,68,71,71,71,69,70,70,70,69,67,67,67,67,67,65,61,61,61,65,21
K. Waldinger,England,22,167,med,CAM,1,4,0.5,0.5,68,75,63,66,39,75,54,62,70,65,66,55,77,75,74,62,53,55,60,64,61,60,59,72,67,36,63,68,65,66,67.0,17,15,10,13,13,,65,65,65,66,66,66,66,66,70,70,70,68,70,70,70,68,68,68,68,67,67,66,63,63,63,66,23
M. Laisney,France,22,157,med,CAM,0,3,0.5,0.5,68,76,65,70,51,61,54,37,34,50,78,75,71,73,73,66,53,69,65,75,66,56,60,68,67,38,37,68,67,56,68.0,13,7,14,7,17,,69,69,69,69,68,68,68,69,70,70,70,70,66,66,66,70,56,56,56,60,60,58,50,50,50,58,20
L. Brunot,France,26,170,med,CM,1,3,0.5,0.5,68,70,60,59,54,69,49,60,62,63,77,78,67,68,65,61,73,82,72,60,63,59,55,69,67,55,64,62,73,56,67.0,14,9,9,10,11,,66,66,66,66,66,66,66,66,69,69,69,70,70,70,70,70,68,68,68,69,69,69,65,65,65,69,19
L. Muller,Algeria,23,172,del,ST,1,3,0.5,0.5,68,75,38,69,66,59,60,33,31,27,69,75,59,59,68,74,64,54,66,67,69,53,51,44,68,36,24,69,57,61,55.0,13,14,12,14,5,,70,70,70,64,67,67,67,64,66,66,66,63,58,58,58,63,47,47,47,49,49,47,45,45,45,47,19
M. Ngock,Cameroon,17,166,med,CDM,1,3,0.5,1.0,68,82,38,51,43,73,40,58,69,62,62,68,59,62,73,53,54,84,58,44,68,40,45,68,70,69,62,53,58,43,57.0,5,11,9,11,14,,59,59,59,60,61,61,61,60,65,65,65,65,68,68,68,65,69,69,69,66,66,65,64,64,64,65,18
O. Demehin,Nigeria,20,174,def,CB,1,3,0.5,0.5,68,81,44,26,72,75,25,65,75,67,67,65,47,63,57,46,69,58,62,30,48,43,48,69,62,74,60,31,40,44,69.0,5,12,8,7,6,,51,51,51,50,50,50,50,50,54,54,54,56,60,60,60,56,68,68,68,64,64,66,70,70,70,66,16
A. Pierre-Louis,Canada,27,170,def,CB,0,4,0.5,0.5,67,69,57,50,59,68,52,64,67,63,69,65,61,69,69,57,71,66,76,49,62,61,33,64,64,71,70,48,51,38,55.0,7,12,13,9,13,,61,61,61,60,59,59,59,60,62,62,62,63,64,64,64,63,68,68,68,67,67,67,69,69,69,67,19
S. Pereyra,Argentina,22,174,arq,GK,1,1,0.5,0.5,67,78,12,10,12,28,11,6,10,11,35,34,37,63,40,50,44,38,45,9,11,12,10,27,17,26,7,7,29,17,21.0,66,71,66,64,66,35.0,26,26,26,21,23,23,23,21,25,25,25,25,26,26,26,25,25,25,25,24,24,23,21,21,21,23,68
I. Benyahia,France,19,172,med,CAM,1,3,0.5,0.5,67,82,59,62,44,68,55,55,63,49,72,67,72,62,63,63,53,54,58,59,68,68,63,63,71,48,66,65,68,63,65.0,13,7,12,11,9,,65,65,65,66,66,66,66,66,69,69,69,68,67,67,67,68,64,64,64,64,64,62,60,60,60,62,18
L. Baga,France,19,170,med,CM,1,3,0.5,0.5,67,79,47,59,48,72,45,57,69,63,63,47,66,64,67,57,59,59,60,58,71,57,49,70,71,58,65,64,60,50,60.0,6,11,13,12,14,,63,63,63,63,64,64,64,63,68,68,68,66,69,69,69,66,68,68,68,64,64,63,64,64,64,63,19
E. Avital,Israel,25,167,med,RM,1,3,0.5,0.5,67,69,59,59,42,65,51,41,39,33,67,69,74,63,72,60,59,63,60,56,73,58,53,60,72,39,29,66,65,57,61.0,13,6,5,10,11,,64,64,64,66,66,66,66,66,68,68,68,68,64,64,64,68,54,54,54,56,56,53,47,47,47,53,18
L. Pinot,France,20,162,def,LWB,0,2,0.5,0.5,67,78,64,51,59,71,41,65,72,68,60,68,65,63,84,51,59,47,66,48,62,65,57,57,66,56,67,50,54,47,59.0,10,8,12,10,7,,60,60,60,61,59,59,59,61,62,62,62,63,63,63,63,63,66,66,66,67,67,67,68,68,68,67,17
M. Antoine,France,23,173,def,CB,1,2,0.0,0.5,67,74,54,41,67,69,36,70,70,66,55,55,59,61,62,49,75,54,68,35,52,47,39,59,61,65,68,45,48,45,57.0,14,6,5,12,14,,55,55,55,54,53,53,53,54,57,57,57,57,60,60,60,57,67,67,67,64,64,65,69,69,69,65,19
T. Primmer,England,18,165,med,CM,1,3,0.5,0.5,67,82,45,43,50,71,48,48,61,43,75,76,72,67,77,59,58,69,63,55,66,54,56,67,71,47,64,68,70,50,60.0,9,7,8,9,12,,63,63,63,64,65,65,65,64,69,69,69,68,69,69,69,68,65,65,65,63,63,62,59,59,59,62,18
T. Alexander,England,23,158,del,RW,0,3,0.5,0.0,67,74,60,58,52,63,61,43,45,48,82,82,80,60,78,65,84,70,58,63,67,65,50,65,71,70,51,73,53,52,68.0,9,7,15,9,7,,67,67,67,67,66,66,66,67,68,68,68,69,65,65,65,69,60,60,60,62,62,60,56,56,56,60,16
I. Hlushchenko,Ukraine,18,177,del,ST,1,3,0.0,0.5,67,78,41,67,73,56,63,35,38,32,71,77,47,56,55,70,74,53,69,66,67,58,53,46,71,51,28,60,57,61,62.0,15,9,10,9,12,,69,69,69,62,65,65,65,62,64,64,64,63,58,58,58,63,49,49,49,50,50,50,50,50,50,50,18
L. Watson,England,18,167,del,ST,0,3,0.5,0.5,67,84,60,69,58,63,61,33,26,25,69,74,68,66,56,65,59,64,69,76,66,69,75,39,65,56,23,69,60,62,61.0,14,9,12,8,12,,69,69,69,66,67,67,67,66,67,67,67,66,59,59,59,66,48,48,48,52,52,49,45,45,45,49,19
Zhang Linyan,China PR,21,168,del,ST,1,5,0.5,0.5,67,81,44,70,57,54,60,25,24,21,75,77,73,76,79,63,82,75,30,61,72,58,53,49,76,34,22,73,57,64,68.0,11,13,11,9,6,,69,69,69,68,69,69,69,68,69,69,69,68,62,62,62,68,46,46,46,51,51,49,39,39,39,49,19
M. Haelewyn,France,17,172,def,CB,1,2,0.5,0.5,67,82,47,38,70,65,31,68,72,65,58,67,49,61,61,49,70,55,69,31,46,48,29,49,59,59,64,38,42,39,49.0,8,8,12,6,14,,54,54,54,51,50,50,50,51,53,53,53,54,56,56,56,54,64,64,64,63,63,65,69,69,69,65,17
J. Weimar,Netherlands,24,179,arq,GK,1,1,0.5,0.5,67,73,6,6,8,34,4,6,15,10,32,36,32,52,54,47,67,30,52,6,8,17,19,32,15,23,8,6,41,22,24.0,68,63,62,68,71,34.0,23,23,23,20,22,22,22,20,26,26,26,24,28,28,28,24,26,26,26,22,22,21,23,23,23,21,68
F. Liaigre,France,17,166,def,LB,1,3,1.0,0.0,67,81,59,41,52,63,37,61,68,70,75,71,70,60,69,54,57,67,53,40,61,53,42,49,63,60,64,51,56,48,53.0,13,13,9,11,5,,56,56,56,59,57,57,57,59,60,60,60,62,60,60,60,62,64,64,64,67,67,67,64,64,64,67,18
B. Roberts,Wales,19,177,def,RB,1,3,0.5,0.5,66,81,65,45,49,65,45,66,68,69,68,74,74,62,55,52,61,45,71,42,59,58,53,52,63,58,63,43,54,60,55.0,9,7,11,13,10,,57,57,57,59,56,56,56,59,60,60,60,61,59,59,59,61,64,64,64,66,66,66,66,66,66,66,18
C. Jones,Wales,18,165,del,RW,1,3,0.5,0.5,66,86,62,56,45,64,57,34,43,31,65,64,64,62,62,62,47,69,62,56,70,58,50,60,71,61,57,71,69,56,63.0,12,12,6,9,7,,64,64,64,66,65,65,65,66,68,68,68,68,66,66,66,68,59,59,59,59,59,56,51,51,51,56,18
L. Awuor,Kenya,23,175,arq,GK,1,2,0.5,0.5,66,75,13,8,13,17,8,9,15,11,44,45,42,60,44,47,59,31,38,10,12,13,10,16,16,29,13,9,31,16,38.0,67,63,63,63,70,44.0,25,25,25,22,23,23,23,22,24,24,24,25,23,23,23,25,23,23,23,24,24,24,23,23,23,24,67
M. Folquet,France,18,169,med,CM,1,3,0.5,0.5,66,81,47,56,47,70,42,58,66,58,67,70,64,67,77,57,67,71,70,55,68,53,47,66,70,58,68,62,61,51,59.0,13,13,12,15,13,,63,63,63,64,64,64,64,64,67,67,67,67,68,68,68,67,68,68,68,66,66,65,65,65,65,65,21
A. Fontaine,France,17,168,del,LW,0,2,0.5,0.0,66,79,66,61,41,71,50,42,38,34,66,62,77,62,59,49,58,49,56,57,69,55,51,61,70,47,35,59,62,53,57.0,12,13,8,6,15,,61,61,61,66,63,63,63,66,68,68,68,67,63,63,63,67,54,54,54,56,56,52,48,48,48,52,19
J. Cruz,Argentina,26,158,def,RB,1,2,0.5,0.5,66,69,50,31,53,59,37,68,68,66,67,69,61,71,72,42,78,66,49,34,57,38,36,43,67,58,61,29,30,42,49.0,15,7,6,7,8,,51,51,51,53,51,51,51,53,53,53,53,56,55,55,55,56,62,62,62,65,65,66,65,65,65,66,18
E. Lonigro,Argentina,27,161,del,ST,1,2,0.5,0.0,66,66,32,69,63,52,58,19,22,19,64,65,68,73,75,67,70,65,46,62,70,52,51,30,70,22,22,70,33,59,49.0,15,12,14,12,9,,66,66,66,62,64,64,64,62,62,62,62,61,54,54,54,61,41,41,41,46,46,44,38,38,38,44,21
M. Pereyra,Argentina,20,160,med,CM,1,3,0.5,0.5,66,82,52,56,48,70,61,64,64,58,68,69,64,69,80,60,78,77,35,64,64,57,52,69,67,40,58,54,62,47,57.0,8,9,14,5,14,,61,61,61,63,63,63,63,63,67,67,67,66,68,68,68,66,65,65,65,66,66,65,60,60,60,65,18
D. Falfán,Argentina,21,165,med,CDM,1,3,0.5,0.5,66,77,37,53,47,70,49,62,64,62,65,64,67,68,67,56,71,75,52,49,68,51,48,61,72,53,64,34,59,47,60.0,14,9,15,11,7,,58,58,58,60,60,60,60,60,64,64,64,63,66,66,66,63,67,67,67,65,65,65,63,63,63,65,19
L. Delbos,France,22,168,del,ST,1,4,1.0,0.5,66,75,56,71,62,61,71,36,38,23,79,78,82,62,71,73,73,81,71,72,61,56,56,55,62,65,24,57,60,55,61.0,7,12,8,16,13,,68,68,68,65,65,65,65,65,66,66,66,66,61,61,61,66,52,52,52,54,54,52,49,49,49,52,19
O. Le Lay,France,22,170,med,CAM,0,5,1.0,0.0,66,75,64,66,61,62,63,40,51,34,77,73,69,56,68,71,53,66,70,68,71,67,58,58,72,38,41,62,66,61,61.0,7,14,6,8,14,,68,68,68,67,67,67,67,67,68,68,68,69,65,65,65,69,56,56,56,59,59,57,53,53,53,57,17
E. Stenevik,Norway,22,165,def,LB,0,4,1.0,0.5,66,75,63,35,63,65,36,57,65,64,72,72,68,62,59,36,58,62,65,35,63,62,56,61,64,60,64,50,56,57,58.0,9,14,14,6,12,,55,55,55,59,56,56,56,59,61,61,61,63,62,62,62,63,65,65,65,66,66,66,65,65,65,66,18
R. Imuran,Nigeria,18,170,def,LB,0,2,0.5,0.5,66,81,55,38,65,61,31,52,71,68,87,85,61,54,63,45,65,64,43,35,59,60,37,57,57,58,59,55,47,40,53.0,8,13,13,6,11,,56,56,56,58,56,56,56,58,58,58,58,61,58,58,58,61,61,61,61,65,65,66,62,62,62,66,17
L. Bance,England,18,171,med,CM,1,3,0.5,0.5,65,84,58,51,49,73,54,71,66,54,45,45,59,56,64,64,59,68,65,51,68,51,50,69,69,46,58,58,57,51,53.0,11,8,9,11,6,,60,60,60,60,60,60,60,60,64,64,64,63,67,67,67,63,66,66,66,63,63,62,63,63,63,62,16
R. Foster,Canada,23,172,arq,GK,1,3,0.5,0.5,65,70,9,7,8,31,7,14,11,10,35,34,47,62,58,47,62,28,66,8,9,11,13,33,25,20,14,8,58,21,56.0,65,64,63,64,65,35.0,26,26,26,24,26,26,26,24,31,31,31,28,32,32,32,28,29,29,29,24,24,24,26,26,26,24,66
C. Humphrey,England,25,165,med,CM,1,3,0.5,0.5,65,68,54,53,45,69,38,66,65,59,71,64,71,60,72,45,61,63,66,55,68,57,50,64,69,52,61,60,64,51,63.0,8,8,9,7,6,,60,60,60,63,62,62,62,63,67,67,67,66,67,67,67,66,66,66,66,65,65,64,63,63,63,64,15
